월,일,커뮤니티,타사명/키워드,제목,본문(내용),URL
2,21,디시인사이드,러셀,이채연이랑 대치 러셀 같이 다녔는데,이채연 남친이 확실히 알파메일 이였음,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2572157
2,21,디시인사이드,러셀,러셀와서 연애 하면 능지가 좀 문제 있는거 아니냐??,"진짜 충격 적인데... 와서 번호 물어보고 사귀고 이런거 보면 엄빠 등골 빼서 연애 하고 자빠졌네
남자들이야 성욕에 노예라 그렇다 저도 그걸 받아주는 여자도 또 신기하고 ㅋㅋ 빨리 이판 떠야지 ㅋㅋ",https://gall.dcinside.com/mgallery/board/view/?id=russelmg&no=46569
2,21,디시인사이드,러셀,러셀 목동 5층 스파이더가 누구임?,난 왜 못본것 같지,https://gall.dcinside.com/mgallery/board/view/?id=russelmg&no=46568
2,21,디시인사이드,러셀,러셀코어 vs 기숙,"작년에 코어 다니고 올해 지방의 합격한 07임
인설의 목표로 걸어놓고 학고반수 하려고 하는데
작년에 다닌 코어 그대로 가서 의무단과 하나 끼는게 낫나
아님 러셀기숙 들어가는게 낫나
본인은 독재 스타일이라 코어가 땡기긴 하는데
바자관+단과1개+식비 로 월 50정도 들고
기숙은 전액장학이라 고민됨..
시대인재는 비싸서 못가고(장학 얼마 줄 지도 모르겠어서)
서울 사람이 아니라서 코어나 전장 기숙 중에서만 골라야함",https://gall.dcinside.com/mgallery/board/view/?id=russelmg&no=46567
2,21,디시인사이드,러셀,S2 작년수강생인데 멘트하나준다,"S2 옆에서 새로 짓는 건물(러셀,강대 들어오는거)<-----이새끼 자습하고있으면 방해 ㅈ된다
승모,만배,손숭 다 어이없어했었음
S2안가는거 추천한다 이번에 사람도 넘친다며",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=246546
2,21,디시인사이드,러셀,평촌러셀 어떰?,ㅈㄱㄴ,https://gall.dcinside.com/mgallery/board/view/?id=russelmg&no=46564
2,21,디시인사이드,러셀,하 러셀가기싫다,케이온 극장판 봐야함,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10632627
2,21,디시인사이드,러셀,러셀 가려햇는데 학교 일진들이 다 거기다님..,하..그래서도서관다님,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10632547
2,21,디시인사이드,러셀,3월부터 국어실모,러셀코어 다니는데 시수때문에 이감 모고 풀고해설해주는반? 들어가려고합니다 국어는 인강으로듣고있는데 다른커리 하나 더 듣는건 너무 많을거같아서 이감풀어주는거 들어가려고하는데 3월부터 실모풀고 그런건 너무 별로일까요 아님 시간관리차에서 미리부터할까요,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2569417
2,21,디시인사이드,러셀,3월부터 국어 실모,러셀코어 다니는데 시수때문에 이감 모고 풀고해설해주는반? 들어가려고합니다 국어는 인강으로듣고있는데 다른커리 하나 더 듣는건 너무 많을거같아서 이감풀어주는거 들어가려고하는데 3월부터 실모풀고 그런건 너무 별로일까요 아님 시간관리차에서 미리부터할까요,https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=289885
