연,월,일,커뮤니티(오르비),타사명/키워드(크롤링 단어),제목,본문(내용),URL
2026,2,21,오르비,대성,Ibid.라는 제목의 책이 있다면 얼마나 재밌을까,그 책은 분명 전 세계 모든 논문 출처의 지혜를 담아 출간된 인류 지혜의 집대성일 거야,https://orbi.kr/00077672730/Ibid%EB%9D%BC%EB%8A%94-%EC%A0%9C%EB%AA%A9%EC%9D%98-%EC%B1%85%EC%9D%B4-%EC%9E%88%EB%8B%A4%EB%A9%B4-%EC%96%BC%EB%A7%88%EB%82%98-%EC%9E%AC%EB%B0%8C%EC%9D%84%EA%B9%8C
2026,2,21,오르비,이투스,이투스박광일T 조언,"박광일 커리큘럼에서 text가 시작이던데 들어야 할까요?
다른사람들은 훈련도감만 말해서요…
훈련도감만 들으면 독서는 누구를 들어야 할까요…?
박광일T는 화작이 5일간의 화작 뿐인가요?",https://orbi.kr/00077670088/%EC%9D%B4%ED%88%AC%EC%8A%A4-%EB%B0%95%EA%B4%91%EC%9D%BCT-%EC%A1%B0%EC%96%B8
2026,2,21,오르비,이투스,이투스패스,"이투스 패스는 매일 잘 들으면 사실상 교재값만 나가는건가요 ??
무슨 환급 있던데 패스 값은 없는건가요 그럼",https://orbi.kr/00077672462/%EC%9D%B4%ED%88%AC%EC%8A%A4-%ED%8C%A8%EC%8A%A4
2026,2,21,오르비,메가,메가환급 5월인가여??,ㅈㄱㄴ,https://orbi.kr/00077666200/%EB%A9%94%EA%B0%80-%ED%99%98%EA%B8%89-5%EC%9B%94%EC%9D%B8%EA%B0%80%EC%97%AC%3F%3F
2026,2,21,오르비,메가,시대 vs 강대,"요즘은 닥 시대임?
메가 재종은 이제 이 둘보다 확실히 아래인 느낌이고",https://orbi.kr/00077666315/%EC%8B%9C%EB%8C%80-vs-%EA%B0%95%EB%8C%80
2026,2,21,오르비,메가,스블 카나토미,"스블을 수1,수2 패키지로 구매해서 스블이랑 페메가 왔고 카나토미도 할 계획이라 구매했는데
범바오께서 스블이랑 카나토미 병행했으면 좋겠다는데 스블+페메+카나토미 병행은 좀 힘들거같은데
스블 하면서 페메 풀었다가,,스블 2회독 하면서 카나토미랑 병행하는건 어떤가요?",https://orbi.kr/00077666326/%EC%8A%A4%EB%B8%94-%EC%B9%B4%EB%82%98%ED%86%A0%EB%AF%B8
2026,2,21,오르비,메가,메가스터디 캐시 판매합니다 ( 선물식 15% 할인 ),"메가스터디 캐시 선물 기능이 있어서
원하시는 계정으로 보내드릴 수 있어요
30만 캐시 이상 남았고 만원대 소액만 하셔도 돼요
불안하시면 소액씩 나눠서 구매하셔도 괜찮습니다!
가격은 10% 할인하여 판매하니
관심 있으신분 쪽지로 카톡/오픈카톡이나 연락처 남겨주세요~
배기범 모의고사 콜렉션 시즌1 2 axis 개념완성 일당백 수능 마스터 베테랑 n제 비킬러 모의고사 정답모의고사 스페셜 9스킬 테마특강 518제 백호 실전 모의고사 상크스 철두철미 실전 모의고사  로직 N제 자료분석의 기술 캐치로직 RGB NEW OZ 모의고사  MAGIC BASIC 모의고사 레벨 1 2 3 GRIT 아수라일지라도 이감모의고사 final  on ebshema ebs스키마 유대종의 미 full core 풀 코어 스팀팩  뮨 ovs 비실독 비문학 실전과 독해 비원실 비문학 원리와 실전 비독원 베이스 어드밴스드 정석국어 문기정 이미지 파이널 모의고사 도깨모 도장깨기 하프 모의고사 김범준 허들링 just moc test 띱마인드 미적분 스피드러너 모의고사 빅포텐 에스컬레이드 구원 모의고사 배성민 부스터n제 파이널 이명학 마스터피스 모의고사 시즌 one zero classic 올림픽 용기백배 세계사 동아시아사 무지개 핵심기출 질의응답 빅뱅 big bang clear 클리어 홍진수 match point 매치포인트 서킷 훈련 phase 시그니처 44모 코드넘버3 blitz 식스센스 박석준 강x 수학 실모 강민철 강기분 독서 문학 언매 화작 강기본 김동욱 일클래스 일취월장 취클래스 월클래스 전형태 문학개념어 올인원 브레인크래커 뉴런 드릴 수1 수2 기하 미적 확통 수분감 시발점 현우진 노배 드릴드 실전코드 기출코드 유형코드 4점코드 어4코드 피드백 feed100 피드100 EBS 우기분 새기분 수국김 반응 체크메이트 바탕모의고사 모의고사 문학 클리어 문법 클리어 나BS 킬링캠프 김기현 아이디어 기출생각집 조정식 괜찮아 믿어봐 확실해 어휘편 문장편 어법편 글편 이기상 이것이 개념이다 김종익 잘생긴개념 잘노는기출 잘잘잘 파이널 윤성훈 불후의명강 명불허전 도표통계 배기범 필수본 기출특강 개념속성 플랜b 일당백 강민웅 김성재 고석용 베개완 cnr 정훈구 백호 섬개완 스개완 상크스 abo 5분기출 섬세한개념완성 스피드개념완성 오지훈 장풍 한종철 기초탄탄 철두철미 속전속결 mdgc 캐치로직 로직n제 최종점검 오지훈 매직 개념완성 magic 유자분 다지선다 베이직 오즈 모의고사 김승리 유대종 정석민 한석원 배성민 이미지 이명학 션티 이영수 임정환 배인영  권용기 방인혁 안철우 김준 박선우  올오브카이스 아수라일지라도 EBS 스키마 KBS 인셉션 파노라마 언어매체총론 기출의실전적해석 OVS 비문학 독해원리 원리와실전 실전의독해 개념의정석 기출의정석 하드코어 실전의정석 생각의질서 생질 알파테크닉 알텍 4점기출 4의규칙 시즌 1 2 워밍업 빌드업 기출어시스트 드리블 피지컬N제 부스터N제 하프타임 일리 수능루틴 신택스 알고리즘 리드앤로직 파이널 이명학 키스 kiss 로직 타입 테마 에센스 주간키스 리밋 림잇 올림픽 펀더멘탈 비기너 프솔 케미스토리 테크트리 솔루션 한지 반수 ebs 확통런 교대 생명 헬스터디 치대 드릴 브릿지 더프 더프 등급컷 제2외 영어 정법 한의 무제 강평업 강평 이훈식  문실정 더프 히카 9덮 홍지운 기하 언매  무제 강평업 강평 강민철의 EBS 분석 강E분 강이분 수특 수완 문학 N제 일 취 월 장 리셋 reset ebs class 이클 ebs클래스 체크메이트 checkmate 나bs 파이널 현대시 독서 문학 현대산문 고전산문 고전시가 킬링캠프 killing camp  half collection 콜렉션 오메가링크 omega link 커넥션 connection 기출생각집 불찍파 무불개 천우신조 준킬러 spot 스팟울트라캡숑 그랜드파이널 콘택트 수능코드 양승진 파이널 모의고사 6월 모평 분석서 파이널 모평 분석서 시간공략 4점코드 어4코드 레벨업 외전 이것이 모의고사다 이것이 알짜 기출이다 한국사 6강의 기적 잘잘잘 잘생긴 기출 적중예감 시즌 프리 모의고사 10지선다 비밀특강 명불허전 기출분석",https://orbi.kr/00077666442/%EB%A9%94%EA%B0%80%EC%8A%A4%ED%84%B0%EB%94%94-%EC%BA%90%EC%8B%9C-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-%28-%EC%84%A0%EB%AC%BC%EC%8B%9D-15%25-%ED%95%A0%EC%9D%B8-%29
2026,2,21,오르비,메가,대치메가국어현강 선생님,"걍 현강이고 인강 내시는쌤은 아님
국어에 윤한별 선생님 아는사람",https://orbi.kr/00077666645/%EB%8C%80%EC%B9%98-%EB%A9%94%EA%B0%80-%EA%B5%AD%EC%96%B4%ED%98%84%EA%B0%95-%EC%84%A0%EC%83%9D%EB%8B%98
2026,2,21,오르비,메가,부천메가스터디 반 편성,부천 메가스터디 재수 정규반 반 전체 순위가 어떻게 되나요,https://orbi.kr/00077668251/%EB%B6%80%EC%B2%9C-%EB%A9%94%EA%B0%80%EC%8A%A4%ED%84%B0%EB%94%94-%EB%B0%98-%ED%8E%B8%EC%84%B1
2026,2,21,오르비,메가,레비할 때 쎈,레비하는데 쎈 안하고 바로 프메가도 ㄱㅊ? 그 후에 고쟁이로 유형서 보려구,https://orbi.kr/00077670435/%EB%A0%88%EB%B9%84%ED%95%A0-%EB%95%8C-%EC%8E%88
2026,2,21,오르비,재종,분당 독재 고민,"재종을 나오고 분당 쪽에서 독재를 알아보던 중인데, 관리형 독서실도 함께 비교해 보고 있습니다. 그런데 관독이 비용이 더 싼 곳이 많아서, 독재랑 관리나 학습 효과면에서 차이가 큰지 궁금합니다.
요즘은 독재든 관독이든 출결 관리나 학습 상담, 기본적인 통제는 다 들어간다고 해서 겉으로 보기에는 크게 달라 보이지 않더라고요.
독재와 관독 중 어떤 선택이 더 나을지, 그리고 분당 내에서 괜찮다고 느끼셨던 곳이 있다면 추천도 부탁드립니다.",https://orbi.kr/00077663595/%EB%B6%84%EB%8B%B9-%EB%8F%85%EC%9E%AC-%EA%B3%A0%EB%AF%BC
2026,2,21,오르비,재종,재종독재,"3월부터 재수시작하는 작수 44442인데(화작확통쌍사)
재종가는게 맞겠죠? 집 형편이 안될거같아도 재종 가는게 맞을까요?
저는 독재다니면서 국수단과듣고싶은데 어떤가요?",https://orbi.kr/00077665390/%EC%9E%AC%EC%A2%85-%EB%8F%85%EC%9E%AC
2026,2,21,오르비,재종,시대인재 재수종합 가이드,"안녕하세요 후배 부엉이들, 저는 시대재종 8기 정규반과 9기 반수반에 재원했던 선배(혹은 동기, 혹은 후배...?) 부엉이 입니다. 다음주 월요일 개강을 앞둔 여러분들의 불안과 궁금증을 조금이나마 해소해드리기 위해 시대인재 재수종합에 대해 간략히 소개해보고자 합니다.
목차는
1.
시대 재종에서의 기초 상식
2.
시간표
3.
시대 재종의 다양한 선생님들(강사X)
4.
재종에서의 생활
이렇게 준비해 보았습니다. 그럼 바로 시작해볼까요?
1. 시대 재종에서의 기초 상식
가장 먼저 숙지하셔야 할 부분이죠, 시대 재종에서의 기초 상식입니다. 일단 첫날 등원하시면 각자의 책상 위에 규정 책이 배부되어 있을 것이니 규칙에 대한 복잡한 부분은 생략하겠습니다. 이 글에서 제가 설명할 내용은 재종에서의 기초 상식이라고 봐주시면 좋을 듯 합니다. 책상 위 규정문을 읽기도 전에 사고를 쳐버리거나 부끄러운 실수를 하면 재종 생활이 힘들어지니까요ㅎㅎ
아무튼 재종에서의 기초 상식은 크게 네 가지가 있습니다.
첫째, 관계자 외 그 누구와도 대화할 수 없다.
첫날 등원하면 아는 얼굴이 종종 보이기 마련인데 무턱대고 소리 내어 인사하시면 안됩니다! 시대인재 재종 내 강의실, 라이브러리, 화장실, 심지어 복도와 엘리베이터에서도 절대 정숙이 원칙입니다. 물론 재종 생활이 익숙해질 때 무렵부턴 화장실에서 친구들끼리 속닥거리기도 합니다만 아무래도 2월부터 그러면 곤란하겠죠... 괜히 관리자분들께, 그리고 주변 부엉이들에게 찍히진 맙시다.
둘째, 핸드폰은 등원 시 라이브러리 밖에 제출한다.
뭐 당연한 말이긴 하지만 은근 모르시는 분들도 계실 것 같아 써봅니다(설마했는데 진짜 있더군요). 등원 시 라이브러리 밖에 있는 핸드폰 수거함에 반드시 전원을 꺼서 핸드폰을 제출하여야 합니다. 수거함에 칸마다 번호가 붙어있는데 본인의 라이브러리 좌석 번호와 같은 번호가 붙어있는 칸에 핸드폰의 전원이 꺼진 상태로 제출하시면 됩니다. 일과 시간 중에는 원칙적으로는 핸드폰 사용이 불가하지만, 부모님과의 연락, 리클래스 문자 인증 등 핸드폰이 꼭 필요한 경우에는 생활담임 선생님께 허락을 구한 후 일시적으로 핸드폰을 사용할 수 있습니다. 이때, 핸드폰을 라이브러리 안으로 가져갈 수는 없고, 핸드폰 수거함 밖에서 후딱 사용한 후 다시 넣어 놓아야 합니다.
셋째, 어딘가에 들어갈 때에는 카드 테깅을 한다.
첫날 등원을 하시면 본인의 라이브러리 자리에 출결 카드가 놓여져 있을 것입니다. 이 카드는 앞으로의 재종 생활에서 여러분의 신분증이자 여러분의 입장권이 되어 줄 녀석입니다. 어딘가에 들어갈때에는 항상 이 카드를 찍어야 한다고 생각하시면 되는데, 등원할 때, 강의실에 들어갈 때,  급식실에 들어갈 때 무조건 카드를 태깅해 주셔야 합니다. 나올 때에는 찍는거 아니에요! 들어갈 때만! 그리고 등하원시엔 꼭 카드 테깅을 하셔야 합니다!
넷
째로는.... 농담 반 진담 반인데...... 제발 좀 위생과 청결에 노력을 조금이라도 쏟읍시다.
아침 일찍부터 나오기 힘들죠, 밤 늦게까지 열심히 공부하는거 알죠, 근데 그게 아침에 단 10분의 씻는 시간을 가지지 못하는 이유가 됩니까? 제발... 주변 부엉이들의 입장도 생각합시다.
2. 시간표
다음으로는 가장 많은 분들이 궁금해하실 시간표 관련입니다! 우선 시대인재 재종의 시간표는 11타임의 의무 수업과 선택 수업으로 이루어집니다. 한 타임은 100분이고, 그 사이 쉬는 시간(이동 시간) 20분이 주어집니다. 자세한 건 사진으로 확인하시죠.
11타임은 공통과목 7타임과 선택과목 4타임(2+2)로 다시 나뉩니다. 그리고 공통과목 7타임은 같은 반끼리 듣게 되구요, 선택과목 4타임은 여러 반이 섞여서 진행됩니다. 공통과목 7타임은
국어 2타임, 수학3타임, 영어 1타임, 그리고 수리논술 1타임
으로 구성되어있구요, 국어 2타임은 독서1타임과 문학 1타임으로, 수학 3타임은 수1 1타임, 수2 1타임, 그리고 미적 1타임으로 (수학은 5월 이후로는 큰 의미 없습니다) 다시 나뉩니다.
위 시간표는 제 8기 시절(N관 O반) 시간표이고, 아래는 제 9기 반수반 시절(N관 S(1)반) 시간표입니다. 보시는 바와 같이 강사는 국어 두분, 수학 세분, 영어 한분, 그리고 수리논술 한분이 들어오시죠. 탐구 4타임은 본인의 선택과목에 따라 달리지고, 약간의 랜덤성도 있습니다. 똑같은 D반에 똑같은 화1 지1 선택이더라도 탐구 시간표는 서로 다를 수 있습니다.
국어는 말씀드렸다싶이 독서와 문학 각각 한타임씩입니다. 제 시간표를 보시면 아시겠지만 전 2년 연속 손창빈 선생님이 독서 담당, 황용일 선생님이 문학 담당이셨습니다. 각 국어강사별로 독서/문학 중 한 파트만을 담당하십니다.
수학은 일단은 수1담당, 수2담당, 그리고 미적분 담당으로 나뉩니다....만 4-5월 이후부터는 대부분의 강사분들이 각자의 담당 과목에서 벗어난 전체적인 수업을 진행하십니다. 수학은 국어보다는 강사별 담당 과목이 상대적으로 가변적입니다. 최지욱 선생님이 어느 반에선 수1 담당일수도, 또 어느 반에선 수2 담당일 수도 있다는 말이죠. 다만 이건 강사by강사로 강기원 선생님, 김현우 선생님 등은 미적분만을 담당하십니다.
가장 중요한
반배정
얘기를 빼놓을 수는 없겠죠. 시대 재종 정규반은 대치 기준 O, S, D, I, J, N 반으로 나뉩니다. 각 관별로 설치된 반이 다르기 때문에 어떤 관은 O반, N반 없이 S, D, I, J로만 구성되어 있을 수 있고, 또 어떤 관은 모든 반을 다 갖고 있을 수도 있죠. O반 없이 S(1)반, S(2)반으로 나뉘는 경우도 있었구요. 아무튼 이 반배정 또한 말이 많은데 결론부터 말씀드리자면......
운빨입니다
.
반배정에 수학 성적이 절대적이라는 말도 있었고, 실제로도 나름 일리가 있어 보였지만 보아하니 이 기준도 매년 바뀌는 것 같습니다. 정말 랜덤인게 주변에 국어 4등급으로 O반에 배정된 사람도 있었고, 경희대 문과를 걸어놓고 O반에 배정된 사람도 있었습니다. 반면, 연고대를 걸어놓고 I반에 배정된 사람도 있었구요. 확실한거 한가지는 입학 시 수능 성적표를 제출하는 것이 평가원 성적이나 합격한 대학을 제출하는 것보다 반배정에 유리하다는 것입니다. 아무래도 시대인재는 실제 수능에서의 성적이 진짜 실력이라고 생각하는가보죠. 반배정 관련해서는 제가 뭐라 말씀드리기가 조심스럽습니다. 혹시 너무너무 궁금하다 싶으시면
대치
시대 재종만 쪽지로 질문 주세요. 제가 아는 선에서 최대한 답변 드리겠습니다.
3. 시대인재의 다양한 선생님들
여기서 말하는 선생님들은 강사분들을 가리키는게 아닙니다.
시대인재에는 강사분들 외에도 우리의 공부를 도와주시는 선생님들이 계십니다.
우선
생담 선생님
이 계시는데 아마 첫날 여러분이 등원을 하면 가장 먼저 반겨주실 것입니다. 생담 선생님들께서는 여러분의 다양한 요구와 요청을 들어주시고, 여러분들의 문제를 해결해주시며, 어떨때는 여러분들을 혼내기도 하십니다. 재종 내에서의 요구사항이 있을 때에는 혼자서 고민하지 마시고 생담 선생님께 편하게 말씀드려 보세요! 여러분들이 재종에서 가장 많은 대화를 나누게 될 분들이시니 사이를 좋게 유지하는 것을 추천합니다.
다음으로는
학습 상담 선생님
이 계십니다. 시대 재종 앱을 통해 학습 상담을 신청하게 되면 학습 상담 선생님을 만날 수 있습니다. 학습 상담에서는 성적, 공부, 컨텐츠, 수업 등 다양한 것에 관한 상담을 받을 수 있습니다. 특히, 월례고사나 평가원 모의고사 직후 자신의 성적이 학원 내 채점 데이터 상에서 어느 정도에 위치해 있는지 등을 알려주시는데 전 이러한 비교를 통해 학습 목표를 매번 바로잡을 수 있었습니다. 또, 어느 정도의 성적을 받아야 본인이 목표하는 대학 라인에 진학할 수 있는지 등을 과년도 입시 데이터를 통해 잡아주시는데 이것 또한 많은 도움이 되었습니다.
추가로
행정 직원분들, 데스크 실장님들, 재종 스탭(알바)분들
이 계십니다. 이분들과는 대화할 일이 거의 없을 것인데 혹시라도 대화할 일이 생기면 정중하게, 공손하게 대화하는 것을 추천드립니다. 재종에선 서로 기분 나빠도 학생 손해거든요.
4.재종에서의 생활
마지막으로 재종에서의 생활에 대해 말씀드리고 마무리 하겠습니다. 위의 시간표에서 보셨다 싶이 시대 재종 학생들은 부엉이 라이브러리에 8시까지 등원하여야 합니다. 8시부터 10분간은 생담 선생님들께서 등원한 부엉이들이 자리에 착석해있는지를 확인하시므로 지각생 입실이 불가능합니다. 8시 30분부터 10시 10분까지가 1교시, 10시 30분부터 12시 10분까지가 2교시죠. 수업이 있다면 생담 선생님들의 지시에 따라 이동하면 되고, 수업이 없다면 본인 자리에 앉아 쭉 자습하면 됩니다.
12시부터(원칙상은 12:10부터지만) 1시 20분까지는 점심시간입니다. 급식실이 있는 관의 부엉이들은 급식실로 내려가 밥을 먹고, 급식실이 없는 관의 부엉이들은 배식을 받아 본인 라이브러리 좌석에서 식사를 합니다. 사람이 많은 탓에 식사를 하는 순서도 존재하는데요, 일단 다음 교시 수업이 있는 학생들을 우선적으로 보낸 뒤 나머지 학생들을 보냅니다. 좌석번호 1~67번, 68~132번... 이런 식으로 묶음을 만들어 순서를 돌리는데 월요일에 2등으로 먹었으면 화요일엔  1등, 수요일엔 꼴등으로 먹는 식입니다. 이 역시 관by관.
오후 시간도 오전 시간과 동일하게 흘러갑니다. 1:20~3:00, 3:20~5:00 이 각각 3, 4교시이죠. 5시부터는 저녁시간인데 여기서 가장 중요한 개념이 나옵니다.
자율 외출.
5시 50분부터 6시 20분까지 부엉이들은 하루 중 유일하게 외출을 할 수 있습니다. 단, 제출한 핸드폰을 가지고 나갈 수는 없습니다. 이 외출 시간에 부엉이들은 친구를 만나 떠들기도 하고 편의점이나 카페에서 음료수와 간식을 사 먹기도 합니다. 또, 학용품이나 의약품 등 당장 필요한 것이 있으면 이 시간을 통해 구매해 옵니다. 짧은 시간으로 보일 수 있습니다만 핸드폰 없이 30분이라는 시간을 보내보면 30분이 상당히 길다는 것을 알 수 있습니다. 자율 외출 시에는 카드 테깅을 하지 않습니다.
아쉽게도 자율 외출 시간이 끝났습니다. 이후로는 6:20~8:00, 8:20~9:50 의 5, 6교시를 보냅니다. 10시 정각이 아닌 9시 50분이 하원 시간인데, 이때 하원하시길 원하신다면 48분쯤 미리 짐을 싸놓고 50분 종이 치자마자 달려가시는걸 추천드립니다. 10시가 되면 대치동이 워낙 혼잡하니깐요. 이 하원시간 이후로는 심야 자습 시간인데 이 시간엔 보통 생담 선생님도 안계십니다. 종도 치지 않는 자율적인 시간이니 부족한 공부나 원하는 공부를 이 시간을 이용해 해 나가면 됩니다.
주말에는 수업도 없고, 등하원도 자율입니다. 급식이 나오지 않으니 등원하신다면 식사는 주변 식당에서 하셔야 하구요. 자율 등원이기 때문에 부엉이 라이브러리는 언제든지 드나들 수 있는 평범한 독서실이 됩니다. 보통 2-3월에는 아무래도 학생들이 공부하는 생활에 익숙해지는 시기이다 보니 주말 자습 참여율이 저조합니다. 저는 주말에 쉬고 싶으신 분들께 쉴거면 하루 제대로 쉬고 나머지 하루는 열심히 공부하는 것을 추천드립니다.
주말에 학원을 들락날락 할 땐 언제나 카드 테깅을 해야합니다.
정신없이 쓴 글 읽어주셔서 감사합니다.
제 경험 상으로는 첫날이 가장 힘들었는데, 대화도, 외부와의 접촉도 차단당한 채로 가만히 앉아있어야 하기 때문입니다. 첫날 공부할 것을 많이 가져가시는걸 추천드립니다. 낯선 환경을 익숙한 수능 문제로 덮는 것이 정신 건강에 더 좋더라구요.
첫날과 첫주를 어떻게든 버텨내시길 바랍니다. 그 이후로는 적응되어 외려 편안함을 느끼실 수 있거든요ㅎㅎ
시대인재 재수종합에서 새로운 멋진 출발을 하길 바라며 글을 마치겠습니다. 무운을 빕니다.",https://orbi.kr/00077666537/%EC%8B%9C%EB%8C%80%EC%9D%B8%EC%9E%AC-%EC%9E%AC%EC%88%98%EC%A2%85%ED%95%A9-%EA%B0%80%EC%9D%B4%EB%93%9C
2026,2,21,오르비,재종,시대재종,시대인재 재종가서 책봐도 된다고 하는데 이북도 되나요,https://orbi.kr/00077667253/%EC%8B%9C%EB%8C%80-%EC%9E%AC%EC%A2%85
