월,일,커뮤니티,타사명/키워드,제목,본문(내용),URL
3,9,디시인사이드,메가,엥 이건 처음 보네 ㅋㅋㅋ세무조사로 수억 추징된 강사,"https://www.ajunews.com/amp/20230814080924766
[사교육 카르텔 전쟁-②] [단독] 메가스터디 이다지·배기범, 세무조사로 수억 추징…'일타강사' 현우진도 조사 | 아주경제
최근 과세당국을 필두로 공정거래위원회와 경찰 그리고 감사원 등 온 사정기관이 ‘사교육계 카르텔(담합)’ 근절을 위해 총력을 다하고 있다. 대...
www.ajunews.com",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10709024
3,9,디시인사이드,메가,메가수학뭐듣냐고 빡갤시발놈들아,욕해서미안 작수4등급 메가뭐들음 시발점?,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10708625
3,9,디시인사이드,메가,또 또 조정식 까네 앰빙신 ㅋㅋ이러면서 pd봤는데,"제일 잘팔리는 모고중 하나인 조정식모고를 왜
2023학년도는 안샀는지는 ㄹㅇ 궁금하네
심지어 다른 메가인강강사 모고는 다삼
마치 현우진모고 빼고 수학검토하는급인데
의심점이많아도 연루가된 혐의점은 없는데
이건 진짜 경악스럽네
시중 다 풀어보는게 맞나 누락된게 나올가능성있으니?",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610275
3,9,디시인사이드,메가,메가캐쉬 살 사람 있냐,"30마넌 남는데
이가 환불하려면 내년에 가능하다해서",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10707105
3,9,디시인사이드,메가,메가 환급 어이없는점,난 분명 3으로 쭉 찍은걸 성적 입력 했는데 미친놈들이 장난으로 입력했다고 환급안해줌,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10705555
3,9,디시인사이드,재종,시대인재 N 재수종합 갤러리 통합규정 (26.03.09),"시대
갤은 오가는 인구가 많지 않고 이용하는 유저들이 다 재종학생이라는 공통된 특징이 있기 때문에 정규 기간에는 늘
비슷비슷한 떡밥만 돌고 떡밥 제재할 생각도 별로 없음
단, 도를 넘은 저격 고로시 박제 마녀 성희롱 및 신상털이 성별분쟁 정떡 의떡 좆목유도등은 완장 재량으로 처리함
.
마지막으로
완장이
나
포함 7명인데 무슨
반도체 제조공정마냥
가이드라인 착착 맞춰서 똑같은 기준으로 차단할수 있는것도 아니고 각자 기준이 조금씩 다르기 때문에 차이가 날수밖에 없음
.
그런거 때문에 신문고
만든거고 풀
어달라는 애들 확인해서
별거 아니면 줄여주거나 풀어줌
.
근데
줄여주고 풀어준다는게 어느정도가 있는거지 메모가 '맨날 애미뒤진 똥글만 쌈' 이런건데 7일 차단 너무한거 아니냐고 징징대면 그냥 30일 부터 박아버리고 싶으니까 알잘딱하삼",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610996
3,9,디시인사이드,재종,님들 수학 몇시간씩함,"작수 미적80점이라 수학 해야되는데
아침에 국어하고 점심에 재종 수업듣고 하면
많아야 4시간밖에 안나노
이거 강사 3명 컨 다 칠수있는거 맞냐
존나 빡세네 ㅜ",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610943
3,9,디시인사이드,재종,상문이랑 뭐 다른애들 까는것좀 그만해라,"상문이 글 하나 생기니까 떼거지로 꼽껴서 어떻게든 글 하나하나 꼽사리끼는게 보이는데 ㅈㄴ 한심함
상문이가 평소에 잘못하는거 맞는데 걔한테 따로 말하던가 커뮤로 지들끼리 ㄹㅇㅋㅋ하면서 말하는거보면 진짜 개찐따같음..
그리고 뭐 심심해서 평소에 언급할 거리 찾는거같은데 공부나해라  누가 뭐 그랬는데 ~~ 이러고 있는거 부모님이 보면 뭔생각하겠냐..
그리고 재종오면서 성인도 됐는데 현역때랑 똑같이 행동하면 뭐가 바뀌겠니 ㅇㅇ",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=253499
3,9,디시인사이드,재종,재종연호,"1,2주차에 뭐햇음?",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610931
3,9,디시인사이드,재종,범바오 인강을 듣기 시작한 이후로,"재종쌤들 수업이 시시해졌다…
확 빼버려?",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=253403
3,9,디시인사이드,재종,3월 서프 재종생 못봄??,아 ㅆㅃ,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610774
3,9,디시인사이드,재종,이제 재종 짬좀 찼다고,안 씻는년들이 슬슬 늘어나는데 이 글을 보았으면 빨리 씻고 일찍 자고 좋은 꿈 꾸길 빌게. 다같이 좋은 환경에서 공부할 수 있도록 노력하자,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610772
3,9,디시인사이드,재종,나만 ㅈㄴ 먹는양 늘었냐,181 63 개씹멸치고 원래 안이랬는데 재종 개강하고나서 무조건 밤에 햄버거나 서브웨이같은거 먹는데 이거 나만이럼?,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610752
3,9,디시인사이드,재종,사문런,사문런 할거고 무조건 고정 50이 목표인데 누구 들어야댐 지금 화2생2인데 혹시 몰라서 수업하고 자료는 받게 냅두고 사문은 따로 할건데 단과나 재종수업 굳이 필요없지? 인강 하고 커리 추천좀 ㄱㄱ,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610725
3,9,디시인사이드,재종,시대인재 개시발련들아,"시대기출 왜 안 주냐
개새끼들이 광고는 재종도 준다면서 시발년들아 안주면 신고한다 개새끼들",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610721
3,9,디시인사이드,재종,이브이햄 왜 시대재종 안다님?,ㅇㅇ,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610662
3,9,디시인사이드,재종,사탐 사문 생윤 윤사 시대현강 듣는 애들 있냐?,"시대재종에서 사탐런하려는데 과목 생태에 관해 물어볼거 잇음
댓좀",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=296392
3,9,디시인사이드,재종,시대에 물2 생2 많은 이유,"시대재종빨 제일 잘받는 과목 top2
화2 어나클 서바 구하면 됨
지2 오지훈 풀커리 해도 만점 가능",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610389
3,9,디시인사이드,재종,"어머니께서 물리하지 말라고하심뇨,,","재종 짤리고 현쌤 물2 수업 영원히 못 듣게돼서 물1으로 런한다고 말씀드렸더니 그럴거면 그냥 사탐을 하라 하시내요,,",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610273
3,9,디시인사이드,재종,재종이 그렇게 좋음?,독재에 비해서 장점이 뭐임,https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=296252
3,9,디시인사이드,재종,강대재종 수학,종합이라고 되어있는거는 머임 수1수2미적 다해주는거임? 범바오 들을려고 했는데,https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=253252
3,9,디시인사이드,재종,장학 투과목 가산,월요일에 강대재종 신청할건데 투과목은 8점 가산 주던데 투과목에 8점 더하고 평균임? 아니면 평균 내고 8점 더하는거임?,https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=253251
3,9,디시인사이드,재종,재종보다는 대학이 좋습니다.,주말에 낮잠잘 수 있다는게 제일 행복합니다,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610068
3,9,디시인사이드,재종,현재 재종 다니고 있는데,"독서 빼고 다 존나 마음에 안드는데 그냥 맨뒤에서 수분감이나 풀까?...
솔직히 수학은 여러 강사 필요없는거 같기도 함....
근데 기하러라 기하 듣는데 진짜 존나 맘에 안들어서 다른거 하고 싶은데
강의실도 좁아서 몰래 하지도 못함 ㅅㅂ....",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10705899
3,9,디시인사이드,재종,재종 드랍,"걍 뒷자리에서 자습하면 아무도 뭐라안함?
저격먹는거아니겠지",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2609983
3,9,디시인사이드,관독,아 관독 개좆됬다,어색한사이(positive)와 어색한사이(negative)와 대놓고 사이나쁜년 있는데 어카냐 ㅅㅂ,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10707047
3,9,디시인사이드,관독,좆고딩많은관독가기싫은데,N수생만잇는곳은왤케머노ㅅㅂ,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10705568
3,9,디시인사이드,시대인재,이제 마녀 얘기같은거 말고,"공부 꿀팁이랑 시대인재 리뷰 얘기 많이해서
여자들도 다같이 많이 참여하는
행복한 시대갤을 만들자!!!!!\(^ヮ^)/",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610988
3,9,디시인사이드,시대인재,오늘 공부 정리,"국어 - 강기분 문학 4강, 반응 스위치온 2강(완강ㅋㅋ)
수학 - 어싸 11주차 일부(정적분과 급수는) 3점이랑 기출만ㅋㅋ, 이해원 즌1 수1 day1
영어 - 오늘은 못함. 내일도 강의 1시에 끝나서 못할듯
탐구 - 세계사 시대인재 기출 풀기, 수특 문제풀이
연고공 가는게 소원이다.",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10710131
3,9,디시인사이드,시대인재,제일 스캠인곳 알려준다,시대인재,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610957
3,9,디시인사이드,시대인재,큐레는 누가 만든거임?,이것도 시대인재 자체제작임 ???,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610834
3,9,디시인사이드,시대인재,생윤 질문,"생윤 시대인재 강수영 시즌2 들을지 말지 고민인데
생윤 만점 임정환 인강으로만 충분한가요?
(림잇만 들은상태 입니다 만점이 목표에요)
강수영 시즌2 듣는게 좋을지
임정환 인강으로 충분한지 알고싶습니다",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=296461
3,9,디시인사이드,시대인재,아오 무슨 알람이 이렇게 많이 왔나 했더니,"국어 엑셀이였넹
자의식 과잉 머쓱
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610758
3,9,디시인사이드,시대인재,시대인재 마이클래스<< 부라에서 뚫리냐?,ㅇㅇ,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610742
3,9,디시인사이드,시대인재,시대인재 가면 항상 느끼는점,내부 인테리어가 참 맛깔남,https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=296423
3,9,디시인사이드,시대인재,시대인재 키트 사는 애들은 왜 사는거임,저걸 판다고 수요가 있는것도 신기하네,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610563
3,9,디시인사이드,시대인재,지방의대에서 학고반수 할거같은데,"지금 시대인재 접수하면 어느 반에 배정됨?
아무것도 모름..",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610502
3,9,디시인사이드,시대인재,거리곱 논쟁 처음부터 본 입장에서 말하면,"https://youtu.be/Jw8F2akj_T0
다항함수를 보는 눈이 완전히 바뀔 겁니다.
서울대 수학교육과 우등조기졸업 출신 시대인재 수학 강사◾+시대인재 고3 대치 / 목동 / 반포 / 대전 / LIVE◾+수천명의 2, 3, 4등급을➝1등급으로 끌어올린 수학 강사◾+만점을 향한 대체불가 컨텐츠, 본질을 관통하는 풀이?___________________________...
youtu.be
이 영상에서 나오는거만 대략 이해하고 갖다버려도 된다 생각
이동준 들어본적 있음 ㅇㅇ
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10707924
3,9,디시인사이드,시대인재,사탐런의 아이러니,"시대인재 다니고 3 4뜨는 개씹버러지저능아들은
1년 더하면 마지막 과탐 운지하는해에
1등급이상 받을수있을거라 자만하고
정작 2등급인 애들중 마지막해이니 사람많은 사탐가서
1개틀리거나 다맞는걸 고민하는게..",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610280
3,9,디시인사이드,시대인재,내가 겪었던 586특,"좌파임
민주화 세대
사교육 카르텔 믿음
의사 싫어함
한의사는 믿음
우울증 환자한테 노력드립침
정신병자몰이
김어준 매불쇼 봄
여 간호사한테 찝적거림
가부장적임
친북임
시대인재 등 대형학원 혐오함
교과서위조로 하면 서울대도 가능하다고 믿음
의사는 공공재라 생각함
돈이면 여.자도 살수 있다고 믿음",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=296272
3,9,디시인사이드,시대인재,내가 겪었건 586특,"좌파임
민주화 세대
사교육 카르텔 믿음
의사 싫어함
한의사는 믿음
우울증 환자한테 노력드립침
정신병자몰이
김어준 매불쇼 봄
여자 간호사한테 찝적거림
가부장적임
친북임
시대인재 등 대형학원 혐오함
교과서위조로 하면 서울대도 가능하다고 믿음
의사는 공공재라 생각함
돈이면 여자도 살수 있다고 믿음",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10707025
3,9,디시인사이드,시대인재,내가 겪었던 586특,"좌파임
민주화 세대
사교육 카르텔 믿음
의사 싫어함
한의사는 믿음
우울증 환자한테 노력드립침
정신병자몰이
김어준 매불쇼 봄
여자 간호사한테 찝적거림
가부장적임
친북임
시대인재 등 대형학원 혐오함
교과서위조로 하면 서울대도 가능하다고 믿음
의사는 공공재라 생각함
돈이면 여자도 살수 있다고 믿음",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2610204
3,9,디시인사이드,시대인재,근데 시대인재갤러리 << 여기애들이 키는 크지않나 ㄹㅇ..,영양분을 잘 받아먹어서 그런지 키는 크는듯함뇨.. 얼굴은 커뮤에서도 유명하듯이 부남으로 통칭되는데 키는 다들 175 넘는듯요..,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10706087
3,9,디시인사이드,시대인재,이거 누구게,"ㅋㅋㅋㅋㅋ
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2609965
3,9,디시인사이드,시대인재,ts도 확실히 원판이 예뻐야하는구나...,"각각 여차은우 남카리나...
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2609878
3,9,디시인사이드,시대인재,과팅 나가보고 싶긴한데,"그럼 나와 마주치는 여성분은 무슨 죄일까.
이생각때문에 못나가겠음ㅋㅋㅋㅋ
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2609858
3,9,디시인사이드,시대인재,실모는 삼-수생 한삼림의 지폐,시대인재를 떠올리게 한다,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10705387
3,9,디시인사이드,시대인재,에몽가 의인화,"숭배하라 AI
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2609793
3,9,디시인사이드,시대인재,그냥 다른 분이 튀어나왔음,"저 애굣살은 왜 나온지도 모르겠네
누구세요ㄹㅇ...
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2609758
