월,일,커뮤니티,타사명/키워드,제목,본문(내용),URL
3,4,디시인사이드,대성,강의실에서 대성 마이맥 보다가 친구한테 걸렸는데 어캄,"새로사귄 친구인데
하루만에 반수 커밍아웃당함
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10686524
3,4,디시인사이드,대성,노베 출신들아 수학4등급 개념강의 추천좀,"작수 14,15,20,21,22,28,29,30틀렸음
4등급이 들을만한 개념강좌가 많지 않은거같은데 혹시 추천좀 해줄 수 있어?
생각중인건 후보)
1.무불개
2.개념 에센스
3. 개정시발점 정도고 대성에도 좋은강사 있음 추천해주라
작년에 기본교과개념+유형서 한다음에 모 실전개념으로 바로 넘어갔다가 수능때까지 그것만 붙잡고 쳐망해서 재수야ㅜㅜ
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294699
3,4,디시인사이드,대성,대성 장점,대화금지라서 나같이 하루에 한마디도 안하는 찐따들한테는 낙원임ㅋㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251205
3,4,디시인사이드,대성,패드 집 가져왔는데 어플 깔거 추천좀,지금 시대n이랑 대성밖에 없음,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600409
3,4,디시인사이드,대성,뉴런이 그렇게 별로임? 대성 따로 사서 스블 들어야되나,"뉴런은 23때 들어봤고 김범준은 러하때 단과 잠깐 들어봄
김범준 좋은건 ㅇㅈ 근데 뉴런 당시엔 ㄱㅊ았는데 지금메타에선 현우진 밀리려나..",https://gall.dcinside.com/mgallery/board/view/?id=itall&no=588408
3,4,디시인사이드,대성,대성패스 공유 어떻게 하냐?,"한 명은 오프라인으로 들음?
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684597
3,4,디시인사이드,대성,선배한테 밥약걸고 밥쳐먹다가,"대성패스 긁은거 걸려버렸다 시..발..
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294555
3,4,디시인사이드,대성,메가패스 양도 (환급 가능),"대성만 쓸 거 같아서 양도함
책 몇 권 시킨 거 있음
지금 대학보다 환급 기준이 더 낮음
본인 인서울만 하시면 저한테 사신 금액 그대로 돌려드림
못 믿으면 그냥 새 거로 구매 ㄱㄱ
옵챗 주시면 책이랑 등등 알려드림
57에 사서 45 생각중
N수면 40",https://gall.dcinside.com/board/view/?id=exam_new2&no=1833968
3,4,디시인사이드,대성,대성 환급,작년애 친구랑 대성 같이 썼는데 계정 한개당 아이피 여러 개 뜨면 환급 안 해 줌?,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684370
3,4,디시인사이드,대성,대성 패스 환급,작년애 친구랑 대성 같이 썼는데 계정 한개당 아이피 여러 개 뜨면 환급 안 해 줌?,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599882
3,4,디시인사이드,대성,메가랑 대성패스 중에 골라줘라..,"작수 74567 떳고 화작 확통 사문 생윤임
공부 열심히 하려하는데 패스 뭐가 좋을까",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294549
3,4,디시인사이드,대성,50일 수학중인 노베인데,50일 수학다하면 대성패스 보유중이라 세젤쉬 하고 확통커리 타면 되려나?,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684249
3,4,디시인사이드,대성,님들아 대성패스 이거 n수할인받으면 환급 안됨?,"55만원짜리만 환급써있고
n수할인은 환급이 안써있는데",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684233
3,4,디시인사이드,대성,대성마이맥 이새끼들 n수인증 언제 해주냐,반나절이 지났는데,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684226
3,4,디시인사이드,대성,대성패스 삽니다,대성,https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251081
3,4,디시인사이드,대성,대성에서 제일 쉬운 실전개념 강좌 추천좀,"작수 4등급에 쎈+생질 한번 다 돌렸음 ㅇㅇ
일단 머성에서는 이거 3개가 가장 난이도 낮다고 하는데 그중에서도 저능아 듣기 가장 좋은게 뭐임",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10683960
3,4,디시인사이드,대성,대성학원생을 위한 짤나눔,"국어 2만배 잘하는 부적
왕 석준
도황
운지홍
3초
네즈코짱
누군지 기억 안남
표독짤
평가원장 대가리 효수하기
""사형""
딸깍
이거나 드셔
코난 이름 도난
무량공처
어둠의 생과맨
성훈햄 지운햄 과거
ㅖㅏ 성적은 운지  말고 지운 합시다
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251063
3,4,디시인사이드,대성,빡갤 존나 웃긵점,"메가 강사 까일땐 다같이 까면서
대성 강사 까이면 쉴드.ㅈㄴ 올라옴",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10683002
3,4,디시인사이드,대성,근데 대성수학은 ㄹㅇ 학력보고뽑나,카이스트 이미지빼고 다서울대네,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10682988
3,4,디시인사이드,대성,대성 역사상 가장 평화롭다는 위업 상태,"위업 2년차 인데 올해 딱히 빌런도 없고 사건 사고도 없이 공부하기 딱 좋다 얘들도 웬만해서 가오안잡고 다 착하고
지금처럼만 평화롭게 잘 해보자
위붕이들 홧팅하고 꼭 다들 원하는 대학가자 ㅅㅅㅅ",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251047
3,4,디시인사이드,대성,나는 대성이 메가 보다 더 좋슴니다....,메가는 교재보니깐 진짜 장사치 다됐음....,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599453
3,4,디시인사이드,대성,근데 탐구강사는 무조건 국영수강사 버스타는거 아님?,"대성 국어는 김승리나 유대종
수학 이미지
영어 이명학
없었으면 누가 대성 과탐만보고 삼?다 메가사지
탐구강사는 무조건 버스타는 거아님?
솔직히 탐구과목중에서 이기상빼고는 과목별 압도적 1타는 없는 거 같은데",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10682896
3,4,디시인사이드,대성,ㅇㅈㄹㅋㅋㅋㅋ,"https://m.dcinside.com/board/dshw/250951
데이트메이트 할 여붕이 잇어?
- 대성학원 마이너 갤러리
주말에 데이트하고 손잡고 뽀뽀하고 ㄱㅅ만지고 모텔가는데 감정은 없는 스트레스만 푸는 관계 가질 여붕이 없어?
m.dcinside.com",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251027
3,4,디시인사이드,대성,윤종훈이 먼저 조정식이 현우진한테 버스타서 1타인거다,"대성 갔으면 2타다 라고 공격하고부터
서로 사이 안좋아진거 아닌?
일단 윤종훈 주장의 사실여부랑 관계없이 왜 엄한 사람을 건드리는지 이해불가 흠",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599408
3,4,디시인사이드,대성,메가패스 대성패스 안 산 자 뭐라함,"작년에 받아놓은 탭(와이파이 꺼놓음)으로
공부중이라고.....",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10682589
3,4,디시인사이드,대성,이동준 vs 정병호 추천좀,"대성패스 있음
정병호 프메 들을까 이동준 vod 사서 들을까
한명 고르면 그사람만 따라갈 거임",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294443
3,4,디시인사이드,대성,대성학원은 빌보드 붙어도 누가 누군지 모르지 않음? 이름 가려져 잇자나,;,https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=250961
3,4,디시인사이드,대성,오눌 대성에서 책 그거,"왜준거임? 나치 그거 ㅇㅇ
정기적으로 줌?
처음에 광수핑 과제 없다더니 이걸로 주는줄 알았네;",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=250960
3,4,디시인사이드,대성,진짜 고수들은,메가 패스 사지도 않는다 오직 대성으로만 다 찢어 발김 ㅋㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10682395
3,4,디시인사이드,이투스,고2인데 개학하고 학교근처 이투스로 옮겼거든?,"내가 아무리그래도 똑같은 관독 달라봤자 비싼돈내면 근사치로해주겠지 ㅋㅋ 이런 마인드였는데 진짜 하나부터 열까지 잇올이 압도적으로 편하고 좋음
잇올이 진짜 공부하는사람이 있다면 이투스는 재수생인데 타협해서 놀고싶은애들이랑 급식들 인스타 순공타이머수집용이면
잇올은 재수생부터 자격증시험까지 간절한사람이 모여있어서그런지 피해도 잘 안주고 집중 잘됨
서머스쿨엔 다시 잇올가야겠네
근데 화장실에 변기좀 늘려줘라근데 똥ㅈㄴ마려운데
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=itall&no=588402
3,4,디시인사이드,이투스,이투스 월구독 추천합니다,"저는 사수중인 수험생입니다
N수를 하며 여러 인강 사이트를 이용해보며
제가 내린 최종 선택은 이투스였습니다
대부분의 환급형 패스는 수시혹은 정시결과가 나온 뒤에야 보상이 결정됩니다
저는 아무리 오늘 열심히 한다고 해도 수능날 실수를 하면 날아갔습니다
현역 재수 삼수 여러번의 실패를 겪으며 인강패스를 사기도 무서워졌습니다
또 그냥 돈만 버리는게 아닐까 인강패스돈은 당장 어디에서 마련하지 걱정되었습니다
저는 당장의 재능도 노력도 부족한 미련한 장수생이었거든요
그러던 차에 이투스를 발견하게 된겁니다 현역때도 월구독제가 있었다는것은 알았지만
리워드가 있다는건 올해 처음 알았습니다 놀라웠습니다
다들 수능이 끝난뒤 정시결과가 나와도 늦게나오는 환급인데
이투스는 매일 꾸준히 공부한 시간과 노력을 당일 보상해주는 리워드제도라니(출금은 최대 7일까지 걸립니다)
불완전한 추후의 성적과는 무관하게 매일 꾸준히 공부를 하면 리워드 적립이 되니 오늘의 공부에만 집중할수있고
공부하는 만큼 리워드가 들어오니 자연스레 동기부여가 되어서 완강까지 이어 갈 수 있었습니다
공부를 해야만 주어지는 리워드보상으로 인해 자연스레 공부습관을 정립 할수 있었습니다
또한 리워드 금액이 월구독제 금액보다 높아 경제적인 부담을 줄여주어서 경제적사정과
무관하게
인강 패스를 수강 할 수 있는 점이 이투스만의 큰 장점입니다
저는 받은 금액으로 교재를 사는데 활용하였습니다
이 글은 본인이 직접 구독하여 수강한 강좌의 후기로 이투스 엠버서더에 참여하는 글입니다
#이투스 #이투스리워드 #이투스월구독 #고3 #고2 #고1 #인강추천",https://gall.dcinside.com/board/view/?id=exam_new2&no=1833972
3,4,디시인사이드,메가,메가 사줄 착한 사람 구함,"인서울 가면 2배로 돌려줌
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10686522
3,4,디시인사이드,메가,이벤트 당첨됐을때 메가스터디 상담원 생각나네...,"전화와서 에어팟 당첨됐는데 생년월일 불러달라길래
2000 했더니 듣자마자 정적흐름..
시발련 장수생첨보냐고",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10686245
3,4,디시인사이드,메가,스블 들으려고 46만원 쓰는데 의미있다고 보냐,메가만 샀는데...ㅅㅂ 내가 벌어서하는거라 ㅈㄴ 피같다,https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251147
3,4,디시인사이드,메가,메가스터디 설문조사 이거뭐냐?...,디시인사이드? 오픈채팅? ㅇㅈㄹ ㅋㅋㅋㅋ 축리웹 펨코 엠팍 ㅇㄷ? ㅋㅋㅋㅋㅋ 옾챗 ㅇㅈㄹ ㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684790
3,4,디시인사이드,메가,메가 배송비 이거 뭐임?,"나 프리미엄 50 젤비싼걸로 결제했었는데 왜 배송비 내야된다고 뜨냐
분명 배송비 무료일텐데
메가패스 프리미엄으로 결제해도 5만원 미만이면 배송비 내야되는건가?
근데 그렇다기엔 저번에 산 이기상 이것이 개념이다는 3만 5천원 책값만 내고 샀음
버그임? 어케해야함?",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684729
3,4,디시인사이드,메가,근데 메가를 왜이렇게 조지려고 하는거냐 뭔 의미가 있다고,이미 초등 중등까지 압도적이라 여기 조지면 오히려 지방사람들 답 없어질텐데..,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10684725
3,4,디시인사이드,메가,커리 이대로 타도 됨??,"작년 수능 74567 이고 화작 확통 사문 생윤인데
메가 사서
국어 - 강민철
수학 - 현우진
영어 - 조정식
사문 - 윤성훈
생윤 - 김종익
한지 - 이기상
들으려 하는데 생윤이 나음 한지가 나음??",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294564
3,4,디시인사이드,메가,메가 패스 환급받는데 보통 얼마나 걸림?,"제곧내!! 한 4월 중순에 나오나
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599926
3,4,디시인사이드,메가,메가스터디피셜 의치한약>>>>수,,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599920
3,4,디시인사이드,메가,그 강사는 계속 저러는게 걍 우진버스 못 탄 열등감같던데,계속 메가 강사들한테 지랄하는게 ㅋㅋ 그렇지않냐,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10683144
3,4,디시인사이드,메가,인문논술을 다녀야되나,수시좆망해서 6논술인데 인논학원 다니자니 한달에 50이나 하는데 붙은확률은 진짜 극악이고 그렇다고 어짜피 쓰긴해야되는데.. 걍 메가인강듣다가 여름이나 파이널에합류해야되나?,https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294494
3,4,디시인사이드,메가,난 근데 항상 왜 메가나 시대를 조지는지 이해가 안감,"사교육 카르텔이라면서 시대, 메가만 패는 거 솔직히 좀 웃김 ㅋㅋ
막상 뜯어보면 시대 라이브, 메가패스 이런 건
어디 깡촌 지방에서도 들을 수 있고
돈도 많이 해봐야 수십~수백인데
근데 ㄹㅇ 돈 개창렬에 도둑놈들인건
동네 내신학원아니냐?
본인 고딩 때 수학학원 한 달 120 찍는 거 보고
이게 맞나 싶었는데 수시가 ㄹㅇ 1년에 수천 그냥 증발인데
정작 이런 데는 냅두고
왜 사교육 카르텔 이지랄하면서 메가나 시대만 조지는지
진짜 의문임 ㅋㅋ",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599487
3,4,디시인사이드,메가,메가스터디가 진짜 대단하긴 함. 전 나이대 다 어우르지 않나?,"유아 초등=엘리하이
중등 =엠베스트
고등&입시=메가스터디 김영편입
이외에도 메가공무원 유니스터디 등 굵직한 건 다 메가가 인수했거나 지분 있고..
강사들도 잘 뽑아서 퀄리티 솔직히 후회한적 없는 듯 위에 엘리하이 엠베스트 다 써봤던거라",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599464
3,4,디시인사이드,메가,이명학 신택스같은,"메가에 비슷한 강의 뭐 있나요?
조정식 믿어봐 문장편은 별로인가요?
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294478
3,4,디시인사이드,메가,내일 메가스터디 주가 곤두박질 치겠노 ㅋㅋㅋ,"ㅋㅋㅋ
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599381
3,4,디시인사이드,메가,그 생명은 ㄷㅅ알바 존나 쓰는거 뻔히 알면서,거기에 대해서는 입꾹닫 쳐하더니 허구한날 가만히있는 메가 강사들만 저격질 ㅋㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10682731
3,4,디시인사이드,재종,젬마는 왜 재종에 없는거지..?,"많이 아쉽다 젬마야 ㅠㅠㅠ
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251386
3,4,디시인사이드,재종,쉴드를 치고싶으면 쉴드에서 끝내야지,"수업시간에 노래 트는거 싫다고 말 한마디한게 그렇게 욕먹을 일임? 강사한테 자아의탁하지마 진짜 하나도 도움안돼
재종은 아이돌판이 아니야 강사는 너 성적 올려주려고 있는거야
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251329
3,4,디시인사이드,재종,재종에 현정훈 들어오는데,"현정훈 단과도 끼는애들잇냐
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600699
3,4,디시인사이드,재종,영어는 김기병미만잡인게,"영어공부시간이 아니라 힐링시간임
이사람 유머를 100분동안 들으면서 필기를하면
재종생활이 이래도 되나 싶을정도로 행복함",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600665
3,4,디시인사이드,재종,생명 김연호 미만잡임?,"명s 중에
김연호 라이브 듣는 사람 많던데
나도 재종 드랍 때리고 김연호 들어볼까
아니 근데 s반 김연호 왜 안주냐..",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600659
3,4,디시인사이드,재종,재종 강기원 수업 ㄱㅊ던데,단과랑 비슷하던디,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600647
3,4,디시인사이드,재종,재종 엑셀,올해 재종 수학 엑셀 안주나요??,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600642
3,4,디시인사이드,재종,독재 ㅈ목충들 한심하면서도 부럽노,"ㅈ목은 하기싫은데
존나 외롭긴하다
재종은 일주차부터 난리났다더라",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10686526
3,4,디시인사이드,재종,대치동 수학 압도적 실력자 3대장,"https://m.dcinside.com/board/csatlecture/287706
반박불가 대치동 수학 압도적 실력자 3대장
- 현강(수능) 마이너 갤러리
최지욱 정병훈 정재일현역들은 정재일 점마가 누구노? 할 수 있는데재종 강사인데재일햄 여론 좀 검색해보면 알수있듯이 걍 개고능아임본인도 들었는데 진짜 씹천재 같더라욱컨 들고가면 눈풀함본인 기준 이동준의 진짜 완벽한 모든
m.dcinside.com
정병훈 최지욱 정재일
이거 맞노?",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600563
3,4,디시인사이드,재종,김진영 질답,"재종은 카톡으로 질문못함?
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251252
3,4,디시인사이드,재종,정신병 환자들아,"비유적 표현 아니고 ㅇㅇ
ㄹㅇ 정신과 다니는 애들아 재종 2주차 지금 상태 어떠냐
사람 ㅈㄴ많아서 개힘들다",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251231
3,4,디시인사이드,재종,근데 재종같은덴 고등학교처럼 수업 듣는거임?,"어제 안.달 글보니 영어지문 하나에 50분씩한다던데
근데 굳이 그렇게하는게 좋나??
독재중인데 궁금하네",https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10686304
3,4,디시인사이드,재종,재종 그만두려면 데스크에 말해야됨?,- dc official App,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600439
3,4,디시인사이드,재종,동준튜브에 거리곱영상 올라왓네,재종영상인가 내가 들엇을때랑 옷이 똑같은것같기도하고,https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294669
3,4,디시인사이드,재종,김범준 재종 수업이랑 인강,"그냥 인강 들어도 되냐?
교재는 받았는데 혼자 진도 빼고 싶고 시간표도 맘에 안 듦",https://gall.dcinside.com/mgallery/board/view/?id=dshw&no=251122
3,4,디시인사이드,재종,시대기출 재종에서 다 나눠줬음?,".
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=csatlecture&no=294654
3,4,디시인사이드,재종,고대부남 동기들이랑 밥먹다가 시대재종 나온거 밝혔는데,"헐 시대 재종??
완전 멋있는 분이셨네 ㅜㅜㅜ 하면서 여학우들 놀람
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600280
3,4,디시인사이드,재종,작년에 시대 재종 다녔고 올해 잇올 가서 하려는데 독재가면 하루종일 자습,"하는거 이거 가능한거냐
재종은 수업이라도 있어서 환기라도 되지",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600218
3,4,디시인사이드,재종,시대 재종 실적 올리는 방법,"수학 하루에 2시간만 할 수 있게 강제시키면 실적 오를듯
국3 수1이면서 수학만 하는 애들이 너무 많음",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600110
3,4,디시인사이드,재종,술게임 그냥 지하철만 하고싶음,"철덕에 n수라 재종, 단과 지하철 ㅈㄴ타서
이게임 한정 무적임
근데 시발 9호선 했다고 겐세이 쳐넣는건
다시생각해도 얼탱이가 없노
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599887
3,4,디시인사이드,재종,주식할돈으로 기숙재종이나 갈걸,"하..
- dc official App",https://gall.dcinside.com/board/view/?id=exam_new2&no=1833963
3,4,디시인사이드,재종,이브이야,"이븨야니무슨주변에대치동서비싼특강듣건나.
국수영222마잣스면댓지탐구44마잣다고너무븨븨울지마라.
니시대재종드가고며칠아니서키우미집에이로치피츄낫다.
너거엄마는의대가서에브이로진화하는거보다도그냥안진화한니가더조타한다.
밤에는븨이븨이다하며새는운다마는.",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599609
3,4,디시인사이드,재종,근데 재종 페이가 단과에 비해 너무 낮긴 할걸,재종은 시급이 30만원이랬음,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599514
3,4,디시인사이드,재종,시대인재 말고 다른재종 다니면,무조건 병신이다 시대재종은 ㄱㅊ ㅇㅇ 두각 단과 병행도 ㄱㅊ음,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10683056
3,4,디시인사이드,재종,재종단과 차이 심한 강사 대표적으로 누구있음,초성이라도,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599509
3,4,디시인사이드,재종,재종 단과 차별하는 강사 좆같음,"ㅇㅇ
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599502
3,4,디시인사이드,재종,재종에서 연애할수있는거냐,"엄마가 재종가서 연애할까봐 걱정하는데 되는거냐 이게
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599478
3,4,디시인사이드,재종,김현우 단과컨에 재종 강사컨,"다 쳐내기도 바쁜데
이제 선특이랑 시대컨도 나오고…
걱정되네",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599274
3,4,디시인사이드,재종,재종다니면서 단과 라이브끼는사람 거의없지?,"현정훈 재종수업 도태된 능아라
방인혁 인강듣는데 현정훈 라이브 좀 끌리네",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599187
3,4,디시인사이드,재종,이동선은 반마다 수업수준 다르게 함,"단과 정규반 1%반도 다르고
재종 높반 낮반도 다름
- dc official App",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599143
3,4,디시인사이드,재종,삼수 10기 개추눌러봐라,"나 삼순데 작년 재종에서 보던애들이랑 학교 동기들(8학군님) 종종 보이더라 ㅋㅋㅋ
작년엔 반수반 올해는 정규반임",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2599117
3,4,디시인사이드,관리형독서실,부산 부전동 관리형독서실,"부산 부전동
1
인실
&
관리형독서실
710 3880
오직 공부에만 집중할 수 있는 공간
그래서 점수가 오르고 합격할 수 있습니다
.
1
층에는 향긋한 커피와 디저트가 있는 카페
지하에는 스터디룸
[
아래사진참고
]
독서실 수강생분들은 스터디룸 사용가능해요
.
함께 공부하는분들과 편히 스터디하시면 됩니다
.
일반형독서실
, 1
인실 독서실
,
관리형독서실
,
스터디룸
2
층 칸막이 독서실로 구성되어 있으며 총
7
개의 룸으로 나눠져 있습니다
.
3
층은 여성전용
1
인실
[3
개의 룸
]
4
층은 남성전용
1
인실로 구성
[3
개의 룸
]
휴게실
,
식사공간이 별도로 되어 있어 정말 공부하기 정말 딱입니다
.
휴게실에는 냉장고와 전자레인지가 있습니다
.
프린트가
2
대 있어 바로 출력할 수 있습니다
.
종이도 준비되어 있으며 도시락 배달서비스도 하고 있습니다
.
예약하고 상담받으러 오세요
.
여기서 공부하시면 분명 원하는 직장
,
학교
,
자격증등 모두 다 합격할 수 있을겁니다
.
수험생이 가장 필요로 하는것들이 모두 다 있는 독서실입니다
.
부산서면 노브랜드
, KFC
옆
,
다비치안경 옆 건물입니다
.
전화 또는 카카오톡 채널로 예약 후 방문!!
찐 관리형 독서실입니다.",https://gall.dcinside.com/board/view/?id=exam_new2&no=1833961
3,4,디시인사이드,관독,형들 부라 옆에 수납공간 어케 활용하시나요?,현역이고 이번에 다른 관독 다니가가 부라 왔는데 수납공간도 좀 좁고 불편한거같아서 그런데 형님들은 책 배치 그런거 어케 하시나요? 실모 보관할공간도없는거같네요,https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600686
3,4,디시인사이드,관독,독재 관독 뭔 차이임?,ㅈㅉㅁㄹ,https://gall.dcinside.com/mgallery/board/view/?id=hanmath&no=10686543
3,4,디시인사이드,시대인재,등장,"먼일잇?
시대인재 부엉이 화이팅!",https://gall.dcinside.com/mgallery/board/view/?id=sdijn&no=2600664
